course_id,title,platform,provider,category,subcategory,skills,difficulty,duration_hours,rating,enrolled,price_usd,certificate,description,url_slug,prerequisites,learning_outcomes
V012,Redis Bootcamp,Udemy,Andrew Burgess,Databases,Caching,"Redis,caching,pub/sub,data structures,sessions",Intermediate,9,4.5,80000,15,Yes,"Master Redis for caching, pub/sub, and data storage",redis-bootcamp,"programming basics","Use Redis for caching, implement pub/sub, manage sessions"
V013,Figma UI/UX Design Essential,Udemy,Daniel Walter Scott,Design,UI/UX,"Figma,UI design,UX design,wireframing,prototyping,design systems",Beginner,15,4.7,300000,15,Yes,"Become a UI/UX designer with Figma from scratch",figma-complete,"none","Design UIs in Figma, create prototypes, build design systems"
V014,CompTIA Security+ Certification,Udemy,Mike Chapple,Cybersecurity,Security Certification,"CompTIA Security+,network security,cryptography,identity management,risk management",Intermediate,21,4.6,200000,15,Yes,"Pass the CompTIA Security+ SY0-701 exam",security-plus,"networking basics","Understand security concepts, implement controls, manage risk"
V015,Penetration Testing with Kali Linux,Udemy,TCM Security,Cybersecurity,Penetration Testing,"penetration testing,Kali Linux,Metasploit,OSCP,ethical hacking,exploit development",Advanced,25,4.7,100000,15,Yes,"Practical ethical hacking and penetration testing",pwapt,"networking,Linux","Perform network pentests, exploit vulnerabilities, write reports"
V016,Excel - Microsoft Excel from Beginner to Advanced,Udemy,Kyle Pew,Data Science,Excel,"Excel,formulas,pivot tables,VBA,Power Query,data analysis",Beginner,18,4.7,800000,15,Yes,"Master Microsoft Excel from basics to advanced data analysis",excel-masterclass,"none","Use Excel formulas, create pivot tables, automate with VBA"
V017,R Programming for Data Science,Coursera,Johns Hopkins University,Data Science,R Programming,"R,data analysis,ggplot2,dplyr,tidyr,statistics",Beginner,40,4.6,400000,49,Yes,"Learn R programming for statistical computing and graphics",r-programming,"none","Write R programs, manipulate data with tidyverse, create visualizations"
V018,Scala and Functional Programming,Coursera,EPFL,Programming,Scala,"Scala,functional programming,Spark,Akka,type systems",Advanced,58,4.7,150000,79,Yes,"Master Scala and functional programming principles",scala-fp,"programming basics","Write functional Scala, use type system, build concurrent applications"
V019,Apache Kafka for Developers,Udemy,Stephane Maarek,Data Engineering,Streaming,"Apache Kafka,streaming,event-driven,producers,consumers,Kafka Streams",Intermediate,14,4.7,200000,15,Yes,"Learn Apache Kafka from beginner to advanced for developers",kafka-developers,"java or python basics","Build Kafka producers/consumers, use Kafka Streams, deploy clusters"
V020,Airflow for Data Pipelines,Udemy,Marc Lamberti,Data Engineering,Orchestration,"Apache Airflow,data pipelines,DAGs,ETL,orchestration",Intermediate,12,4.6,100000,15,Yes,"Master Apache Airflow for data pipeline orchestration",airflow-pipelines,"python basics","Build Airflow DAGs, schedule pipelines, monitor workflows"
N001,dbt - Data Build Tool Complete,Udemy,Analytics Engineering,Data Engineering,Analytics Engineering,"dbt,SQL,data modeling,data warehousing,Snowflake,BigQuery",Intermediate,10,4.7,80000,15,Yes,"Master dbt for modern data transformation and analytics engineering",dbt-complete,"SQL basics","Build dbt models, test data quality, document transformations"
N002,Snowflake - The Complete Course,Udemy,Frank Bell,Data Engineering,Cloud Data Warehouse,"Snowflake,SQL,data warehousing,cloud,data sharing",Intermediate,12,4.6,100000,15,Yes,"Master Snowflake cloud data warehouse from scratch",snowflake-complete,"SQL basics","Load and transform data in Snowflake, use Time Travel, share data"
N003,Databricks Certified Associate Developer,Udemy,DataCamp,Data Engineering,Big Data,"Databricks,Apache Spark,Delta Lake,PySpark,MLflow",Intermediate,15,4.6,80000,15,Yes,"Prepare for Databricks Certified Associate Developer exam",databricks-spark,"Spark basics","Use Databricks notebooks, build Delta Lake pipelines, deploy ML"
N004,Statistics for Data Science,Coursera,Duke University,Data Science,Statistics,"statistics,probability,hypothesis testing,Bayesian inference,confidence intervals",Beginner,25,4.7,350000,49,Yes,"Master statistics fundamentals for data science applications",stats-ds,"none","Apply statistical tests, understand probability, interpret results"
N005,A/B Testing and Experimentation,Coursera,Google,Data Science,Experimentation,"A/B testing,experimentation,statistical significance,conversion optimization",Intermediate,15,4.6,200000,0,Yes,"Design and analyze A/B tests for product decision-making",ab-testing,"statistics basics","Design experiments, calculate sample sizes, interpret p-values"
N006,Data Visualization with D3.js,Udemy,Curran Kelleher,Data Science,Data Visualization,"D3.js,JavaScript,SVG,data visualization,interactive charts",Advanced,25,4.6,80000,15,Yes,"Build custom, interactive data visualizations with D3.js",d3-visualization,"JavaScript basics","Build bar charts, line charts, maps, and interactive dashboards with D3"
N007,Plotly and Dash for Python,Udemy,Jose Portilla,Data Science,Data Visualization,"python,Plotly,Dash,interactive dashboards,data visualization",Intermediate,8,4.6,120000,15,Yes,"Build interactive web dashboards with Plotly and Dash",plotly-dash,"python basics","Create interactive charts, build Dash apps, deploy dashboards"
N008,OpenAI API and ChatGPT Integration,Udemy,Aneesh Tickoo,AI/ML,LLM Apps,"OpenAI API,ChatGPT,GPT-4,function calling,embeddings,python",Intermediate,10,4.7,200000,15,Yes,"Build real applications using OpenAI API and ChatGPT",openai-api,"python basics","Call OpenAI APIs, implement function calling, build chatbots"
N009,Stable Diffusion and AI Image Generation,Udemy,Sebastian Kamph,AI/ML,Generative AI,"Stable Diffusion,AI image generation,ControlNet,ComfyUI,prompt engineering",Beginner,12,4.6,150000,15,Yes,"Master AI image generation with Stable Diffusion",stable-diffusion,"none","Generate AI images, use ControlNet, build workflows in ComfyUI"
N010,AutoML and No-Code Machine Learning,Udemy,DataCamp,AI/ML,AutoML,"AutoML,H2O,AutoKeras,feature engineering,model selection",Beginner,8,4.4,60000,15,Yes,"Build ML models without coding using AutoML tools",automl-nocode,"data analysis basics","Use AutoML platforms, compare models, deploy without coding"
N011,Web Scraping with Python,Udemy,Zach Miller,Programming,Web Scraping,"python,web scraping,BeautifulSoup,Scrapy,Selenium,requests",Intermediate,12,4.6,200000,15,Yes,"Collect web data using Python scraping techniques",web-scraping-python,"python basics","Scrape static and dynamic sites, handle pagination, store data"
N012,Elasticsearch Complete Guide,Udemy,Bo Andersen,Data Engineering,Search,"Elasticsearch,Kibana,Logstash,ELK stack,full-text search",Intermediate,17,4.6,100000,15,Yes,"Master Elasticsearch and the ELK stack for search and analytics",elasticsearch-complete,"none","Index documents, write queries, build dashboards with Kibana"
N013,Computer Networks and Security,Coursera,University of Colorado,IT,Networking,"networking,TCP/IP,DNS,HTTP,firewalls,VPN,network security",Beginner,30,4.5,300000,49,Yes,"Understand how computer networks work and how to secure them",networks-security,"none","Understand network protocols, configure routers, implement security"
N014,Cloud Architecture Patterns,Coursera,Google Cloud,Cloud,Cloud Architecture,"cloud architecture,microservices,serverless,event-driven,scalability",Advanced,20,4.7,150000,0,Yes,"Learn modern cloud architecture patterns and best practices",cloud-architecture,"cloud basics","Design scalable systems, choose patterns, implement resilience"
N015,Helm Charts for Kubernetes,Udemy,Sanjeev Thiyagarajan,DevOps,Kubernetes,"Helm,Kubernetes,charts,templates,releases,DevOps",Intermediate,8,4.6,80000,15,Yes,"Master Helm package manager for Kubernetes applications",helm-kubernetes,"Kubernetes basics","Create Helm charts, manage releases, use Helm repositories"
N016,GitHub Actions CI/CD,Udemy,Sid Palas,DevOps,CI/CD,"GitHub Actions,CI/CD,YAML,Docker,automation,DevOps",Intermediate,7,4.7,150000,15,Yes,"Automate your workflows with GitHub Actions",github-actions,"Git basics","Build CI/CD pipelines, automate testing, deploy applications"
N017,Prometheus and Grafana Monitoring,Udemy,James Lee,DevOps,Monitoring,"Prometheus,Grafana,monitoring,alerting,metrics,Kubernetes",Intermediate,10,4.6,80000,15,Yes,"Monitor your infrastructure with Prometheus and Grafana",prometheus-grafana,"DevOps basics","Set up Prometheus scraping, build Grafana dashboards, configure alerts"
N018,Bioinformatics Algorithms,Coursera,UC San Diego,Data Science,Bioinformatics,"bioinformatics,algorithms,DNA sequencing,genome analysis,python",Advanced,40,4.7,100000,79,Yes,"Apply computational methods to solve biological problems",bioinformatics-algo,"algorithms,biology basics","Implement bioinformatics algorithms, analyze genomic data, use Python"
N019,Quantum Computing Fundamentals,Coursera,MIT,Computer Science,Quantum,"quantum computing,qubits,quantum gates,Qiskit,superposition",Advanced,20,4.6,80000,0,Yes,"Understand the principles and applications of quantum computing",quantum-computing,"linear algebra,python","Understand qubits, implement quantum circuits with Qiskit"
N020,System Design Interview Masterclass,Udemy,Exponent,Computer Science,System Design,"system design,scalability,databases,caching,load balancing,microservices",Advanced,15,4.8,300000,15,Yes,"Ace system design interviews at top tech companies",system-design,"software engineering basics","Design scalable systems, explain trade-offs, pass FAANG interviews"
P001,iOS Development with SwiftUI,Coursera,Stanford University,Mobile Development,iOS,"Swift,SwiftUI,iOS,Xcode,Core Data,CloudKit",Intermediate,35,4.7,150000,49,Yes,"Build modern iOS apps using SwiftUI and Swift",swiftui-stanford,"Swift basics","Build SwiftUI apps, manage data with Core Data, publish to App Store"
P002,Kotlin for Android Developers,Coursera,Google,Mobile Development,Android,"Kotlin,Android,Jetpack,Room,ViewModel,LiveData",Beginner,30,4.7,200000,0,Yes,"Learn Kotlin and modern Android development with Jetpack",kotlin-android,"programming basics","Build Android apps, use Jetpack components, follow modern architecture"
P003,Unreal Engine 5 Game Development,Udemy,GameDev.tv,Game Development,Unreal Engine,"Unreal Engine 5,C++,Blueprints,game development,3D",Intermediate,28,4.6,120000,15,Yes,"Build AAA-quality games with Unreal Engine 5",unreal-engine-5,"C++ basics","Create 3D games, use Blueprints, implement game mechanics in UE5"
P004,Three.js and WebGL Complete Guide,Udemy,Bruno Simon,Web Development,3D Web,"Three.js,WebGL,JavaScript,3D,shaders,animations",Advanced,71,4.9,80000,15,Yes,"Create stunning 3D web experiences with Three.js",threejs-complete,"JavaScript basics","Build 3D scenes, write shaders, animate objects in the browser"
P005,Solidity and Ethereum Smart Contracts,Udemy,Stephen Grider,Blockchain,Smart Contracts,"Solidity,Ethereum,smart contracts,web3,Hardhat,Truffle",Intermediate,24,4.5,150000,15,Yes,"Build and deploy Ethereum smart contracts with Solidity",solidity-ethereum,"JavaScript basics","Write Solidity contracts, test with Hardhat, deploy to Ethereum"
P006,Apache Flink for Stream Processing,Udemy,DataCamp,Data Engineering,Stream Processing,"Apache Flink,streaming,Java,real-time,event-driven",Advanced,14,4.5,40000,15,Yes,"Build real-time data pipelines with Apache Flink",apache-flink,"Java,data pipelines","Process streaming data, build stateful applications, deploy Flink jobs"
P007,Neo4j Graph Database,Udemy,GraphAcademy,Databases,Graph Databases,"Neo4j,Cypher,graph databases,knowledge graphs,NoSQL",Intermediate,10,4.6,60000,15,Yes,"Master graph databases with Neo4j and Cypher query language",neo4j-graph,"databases basics","Model graph data, write Cypher queries, build graph applications"
P008,Apache Cassandra for Developers,Coursera,DataStax,Databases,NoSQL,"Cassandra,NoSQL,CQL,distributed systems,data modeling",Intermediate,12,4.5,50000,49,Yes,"Build scalable applications with Apache Cassandra",cassandra-developers,"databases basics","Design Cassandra schemas, write CQL queries, manage distributed data"
P009,Microservices with Node.js and React,Udemy,Stephen Grider,Web Development,Microservices,"microservices,Node.js,React,Docker,Kubernetes,NATS",Advanced,54,4.6,100000,15,Yes,"Build production-ready microservices from scratch",microservices-node,"Node.js,Docker basics","Design microservices, implement event-driven architecture, deploy to K8s"
P010,gRPC with Go and Python,Udemy,Stephane Maarek,Web Development,APIs,"gRPC,Protocol Buffers,Go,Python,REST APIs,streaming",Intermediate,9,4.6,60000,15,Yes,"Master gRPC for building high-performance microservices",grpc-masterclass,"Go or Python basics","Build gRPC services, define Protobuf schemas, implement streaming"
P011,Rust for Systems Programming,Coursera,University of Pennsylvania,Programming,Systems,"Rust,systems programming,memory safety,concurrency,WebAssembly",Advanced,40,4.7,50000,49,Yes,"Write safe, fast systems software with Rust",rust-systems,"programming basics","Master ownership, implement concurrency, build systems applications"
P012,Julia for Scientific Computing,Coursera,MIT,Programming,Scientific Computing,"Julia,scientific computing,numerical methods,data science,parallelism",Intermediate,20,4.6,40000,0,Yes,"Learn Julia for high-performance scientific computing",julia-scientific,"python or matlab","Write Julia programs, run parallel computations, analyze scientific data"
P013,MATLAB for Engineers,Coursera,Vanderbilt University,Programming,MATLAB,"MATLAB,signal processing,control systems,simulation,numerical methods",Beginner,25,4.5,200000,49,Yes,"Master MATLAB for engineering analysis and simulation",matlab-engineers,"none","Write MATLAB scripts, simulate systems, analyze signals and data"
P014,Data Warehouse Fundamentals,Coursera,IBM,Data Engineering,Data Warehousing,"data warehousing,dimensional modeling,ETL,Snowflake,Redshift,star schema",Intermediate,18,4.6,100000,49,Yes,"Design and build enterprise data warehouses",data-warehouse,"SQL basics","Design star schemas, build ETL pipelines, query data warehouses"
P015,Real-Time ML with Feature Stores,Udemy,Hopsworks,AI/ML,MLOps,"feature stores,real-time ML,Hopsworks,feature engineering,online inference",Advanced,10,4.5,20000,15,Yes,"Build real-time ML systems with feature stores",feature-stores,"machine learning","Design feature pipelines, serve real-time features, build online ML systems"
P016,Explainable AI and Model Interpretability,Coursera,DeepLearning.AI,AI/ML,Explainable AI,"XAI,SHAP,LIME,model interpretability,fairness,bias",Intermediate,12,4.7,80000,49,Yes,"Understand and explain ML model predictions",explainable-ai,"machine learning","Apply SHAP and LIME, detect bias, build interpretable models"
P017,Digital Marketing Analytics,Coursera,University of Virginia,Business Tech,Digital Marketing,"digital marketing,Google Analytics,SEO,social media,A/B testing,conversion",Beginner,30,4.5,300000,49,Yes,"Use data analytics to drive digital marketing decisions",digital-marketing-analytics,"none","Analyze marketing data, run A/B tests, optimize campaigns"
P018,Business Intelligence with Looker,Coursera,Google,Data Science,Business Intelligence,"Looker,LookML,business intelligence,data modeling,dashboards",Intermediate,15,4.6,100000,0,Yes,"Build business intelligence solutions with Google Looker",looker-bi,"SQL basics","Write LookML, build Looker dashboards, model business data"
P019,IoT and Embedded Systems,Coursera,University of California Irvine,IT,IoT,"IoT,Arduino,Raspberry Pi,sensors,embedded systems,C",Beginner,40,4.5,150000,49,Yes,"Build Internet of Things projects with microcontrollers",iot-embedded,"none","Program Arduino and Raspberry Pi, connect sensors, build IoT projects"
P020,Quantum Machine Learning,Coursera,University of Toronto,AI/ML,Quantum ML,"quantum computing,quantum ML,Qiskit,quantum circuits,hybrid algorithms",Advanced,20,4.6,30000,79,Yes,"Combine quantum computing with machine learning",quantum-ml,"quantum computing,machine learning","Implement quantum ML algorithms, build hybrid models, use Qiskit"
P021,Site Reliability Engineering,Coursera,Google,DevOps,SRE,"SRE,reliability,incident management,SLOs,monitoring,chaos engineering",Advanced,25,4.7,100000,0,Yes,"Apply Google's Site Reliability Engineering practices",sre-google,"DevOps basics","Define SLOs, manage incidents, implement chaos engineering"
P022,Apache Hadoop Ecosystem,Udemy,Frank Kane,Data Engineering,Big Data,"Hadoop,HDFS,MapReduce,Hive,HBase,Pig,Oozie",Intermediate,9,4.4,150000,15,Yes,"Master the Hadoop ecosystem for big data processing",hadoop-ecosystem,"Linux basics","Use HDFS, write MapReduce jobs, query with Hive, manage workflows"
P023,Data Governance and Management,Coursera,IBM,Data Science,Data Governance,"data governance,data quality,metadata,data catalog,compliance,GDPR",Intermediate,15,4.5,80000,49,Yes,"Implement data governance frameworks and practices",data-governance,"data management basics","Define governance policies, manage data quality, implement data catalogs"
P024,Advanced Excel and Power Query,Udemy,Leila Gharani,Data Science,Excel,"Excel,Power Query,Power Pivot,DAX,M language,data transformation",Intermediate,12,4.8,400000,15,Yes,"Master advanced Excel features for data analysis and automation",advanced-excel,"Excel basics","Use Power Query for ETL, build data models with Power Pivot, write DAX"
